"approval_of_congress_binary","trust_clean","trust_numeric","trust_binary","big_interests_clean","big_interests_numeric","waste_clean","waste_numeric","income_clean","income_category","race_clean","education_clean","education_category","ideology_clean","ideology_numeric","congress_approval_clean","congress_approval_numeric","age_clean","age_category","sex_clean","marital_clean","marital_simple","economy_clean","economy_numeric","elections_responsive_clean","elections_responsive_numeric","social_trust_clean","social_trust_numeric","congress_approval_category","congress_binary","party_clean","party_numeric","state_clean"
2,"Most of the time",2,1,"For benefit of all",2,"Waste some",2,22,"$50,000-$99,999","White, non-Hispanic",14,"Graduate degree","Liberal",2,"Disapprove strongly",4,80,"65+","Male","Widowed","Previously married","Somewhat better",2,"Some",2,"Most of the time",2,NA,2,"Strong Democrat",1,36
-1,"Some of the time",4,0,NA,NA,NA,NA,NA,NA,"White, non-Hispanic",NA,NA,"Conservative",6,NA,NA,NA,NA,"Male","Married: spouse present","Married","Much worse",5,NA,NA,"About half the time",3,NA,NA,"Strong Republican",7,NA
-1,"Most of the time",2,1,NA,NA,NA,NA,NA,NA,"Hispanic",NA,NA,"Liberal",2,NA,NA,50,"45-64","Male","Married: spouse present","Married","About the same",3,NA,NA,"Most of the time",2,NA,NA,"Strong Democrat",1,NA
2,"Most of the time",2,1,"For benefit of all",2,"Waste some",2,27,"$100,000+","Asian/Pacific Islander, non-Hispanic",15,"Graduate degree","Liberal",2,"Disapprove strongly",4,74,"65+","Male","Married: spouse present","Married","Somewhat worse",4,"A good deal",1,"Some of the time",4,NA,2,"Not very strong Democrat",2,36
2,"Never",5,0,"Run by big interests",1,"Waste a lot",1,1,"Under $25,000","White, non-Hispanic",9,"High school graduate",NA,NA,"Disapprove strongly",4,67,"65+","Male","Widowed","Previously married","Much worse",5,"A good deal",1,"Never",5,NA,2,"Independent-Republican",5,36
1,"Always",1,1,"For benefit of all",2,"Waste a lot",1,19,"$50,000-$99,999","Hispanic",9,"High school graduate","Moderate",4,"Approve strongly",1,67,"65+","Male","Widowed","Previously married","Much better",1,"A good deal",1,"About half the time",3,"Approve",1,"Strong Democrat",1,34
2,"About half the time",3,0,"Run by big interests",1,"Waste some",2,27,"$100,000+","White, non-Hispanic",10,"Some college/Associate","Slightly liberal",3,"Disapprove strongly",4,45,"45-64","Female","Married: spouse present","Married","About the same",3,"A good deal",1,"About half the time",3,NA,2,"Independent-Democrat",3,36
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,23,"$100,000+","White, non-Hispanic",13,"Bachelor's degree","Moderate",4,"Disapprove strongly",4,57,"45-64","Male","Married: spouse present","Married","Much worse",5,"Some",2,"About half the time",3,NA,2,"Independent-Republican",5,36
2,"Never",5,0,"Run by big interests",1,"Waste a lot",1,19,"$50,000-$99,999","White, non-Hispanic",9,"High school graduate","Conservative",6,"Disapprove strongly",4,61,"45-64","Male","Separated","Previously married","Much worse",5,"Some",2,"About half the time",3,NA,2,"Strong Republican",7,36
2,"Most of the time",2,1,"For benefit of all",2,"Waste some",2,7,"Under $25,000","Black, non-Hispanic",10,"Some college/Associate",NA,NA,"Disapprove not strongly",3,71,"65+","Female","Separated","Previously married","Somewhat worse",4,"A good deal",1,"About half the time",3,NA,2,"Strong Democrat",1,36
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,25,"$100,000+","Black, non-Hispanic",13,"Bachelor's degree","Extremely liberal",1,"Disapprove not strongly",3,31,"30-44","Female","Separated","Previously married","Much worse",5,"A good deal",1,"About half the time",3,NA,2,"Strong Democrat",1,36
2,"About half the time",3,0,"Run by big interests",1,"Waste some",2,20,"$50,000-$99,999","White, non-Hispanic",10,"Some college/Associate","Extremely liberal",1,"Disapprove strongly",4,72,"65+","Male","Married: spouse present","Married","About the same",3,"Some",2,"Most of the time",2,NA,2,"Strong Democrat",1,36
-1,"Some of the time",4,0,NA,NA,NA,NA,NA,NA,"Black, non-Hispanic",NA,NA,"Liberal",2,NA,NA,48,"45-64","Male","Separated","Previously married","Somewhat worse",4,NA,NA,"About half the time",3,NA,NA,"Independent",4,NA
1,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,25,"$100,000+","White, non-Hispanic",14,"Graduate degree","Slightly liberal",3,"Approve not strongly",2,47,"45-64","Male","Divorced","Previously married","About the same",3,"Not much",3,"Most of the time",2,"Approve",1,"Independent-Democrat",3,34
2,"Most of the time",2,1,"Run by big interests",1,"Waste some",2,22,"$50,000-$99,999","White, non-Hispanic",14,"Graduate degree","Extremely liberal",1,"Disapprove not strongly",3,27,"18-29","Female","Separated","Previously married","Somewhat better",2,"Some",2,"Most of the time",2,NA,2,"Independent-Democrat",3,36
2,"Most of the time",2,1,"For benefit of all",2,"Waste a lot",1,28,"$100,000+","White, non-Hispanic",14,"Graduate degree","Conservative",6,"Disapprove strongly",4,65,"65+","Male","Married: spouse present","Married","About the same",3,"A good deal",1,"Most of the time",2,NA,2,"Independent-Republican",5,44
1,"Always",1,1,"For benefit of all",2,"Waste some",2,1,"Under $25,000","Black, non-Hispanic",9,"High school graduate","Extremely conservative",7,"Approve not strongly",2,51,"45-64","Male","Widowed","Previously married","Much worse",5,"A good deal",1,"Most of the time",2,"Approve",1,"Independent",4,36
2,"Never",5,0,"For benefit of all",2,"Don't waste very much",3,1,"Under $25,000","Asian/Pacific Islander, non-Hispanic",13,"Bachelor's degree","Extremely liberal",1,"Disapprove not strongly",3,70,"65+","Female","Married: spouse present","Married","About the same",3,"Not much",3,"Some of the time",4,NA,2,"Independent-Democrat",3,34
2,"Some of the time",4,0,"Run by big interests",1,"Waste some",2,7,"Under $25,000","White, non-Hispanic",9,"High school graduate","Moderate",4,"Disapprove not strongly",3,68,"65+","Male","Widowed","Previously married","Much worse",5,"Not much",3,"Most of the time",2,NA,2,"Independent",4,9
1,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,26,"$100,000+","White, non-Hispanic",13,"Bachelor's degree","Slightly liberal",3,"Approve not strongly",2,45,"45-64","Female","Married: spouse present","Married","About the same",3,"Some",2,"About half the time",3,"Approve",1,"Not very strong Democrat",2,34
-1,"About half the time",3,0,NA,NA,NA,NA,NA,NA,"Hispanic",NA,NA,"Slightly liberal",3,NA,NA,62,"45-64","Male","Widowed","Previously married","About the same",3,NA,NA,"About half the time",3,NA,NA,"Not very strong Democrat",2,NA
1,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,24,"$100,000+","Hispanic",9,"High school graduate",NA,NA,"Approve not strongly",2,61,"45-64","Female","Married: spouse present","Married","Somewhat worse",4,"Some",2,"Most of the time",2,"Approve",1,"Strong Democrat",1,34
2,"Some of the time",4,0,"Run by big interests",1,"Waste some",2,16,"$50,000-$99,999","White, non-Hispanic",13,"Bachelor's degree","Liberal",2,"Disapprove strongly",4,46,"45-64","Male","Separated","Previously married","Somewhat better",2,"Some",2,"About half the time",3,NA,2,"Strong Democrat",1,9
2,"About half the time",3,0,"Run by big interests",1,"Waste a lot",1,27,"$100,000+","White, non-Hispanic",16,"Graduate degree","Liberal",2,"Disapprove not strongly",3,36,"30-44","Female","Married: spouse present","Married","Much worse",5,"Some",2,"About half the time",3,NA,2,"Independent-Democrat",3,9
2,"Never",5,0,"Run by big interests",1,"Waste a lot",1,1,"Under $25,000","White, non-Hispanic",14,"Graduate degree","Moderate",4,"Disapprove strongly",4,29,"18-29","Female","Married: spouse present","Married","Much worse",5,"Some",2,"Some of the time",4,NA,2,"Independent-Republican",5,34
1,"Some of the time",4,0,"Run by big interests",1,"Waste some",2,22,"$50,000-$99,999","White, non-Hispanic",13,"Bachelor's degree","Moderate",4,"Approve not strongly",2,32,"30-44","Male","Separated","Previously married","About the same",3,"Some",2,"Most of the time",2,"Approve",1,"Not very strong Democrat",2,34
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,28,"$100,000+","Asian/Pacific Islander, non-Hispanic",16,"Graduate degree","Moderate",4,"Disapprove strongly",4,48,"45-64","Male","Married: spouse present","Married","Somewhat worse",4,"Some",2,"About half the time",3,NA,2,"Independent-Democrat",3,NA
2,"Some of the time",4,0,"Run by big interests",1,"Waste some",2,19,"$50,000-$99,999","White, non-Hispanic",13,"Bachelor's degree","Extremely conservative",7,"Disapprove strongly",4,34,"30-44","Female","Separated","Previously married","Much worse",5,"Some",2,"Some of the time",4,NA,2,"Strong Republican",7,34
-1,"About half the time",3,0,NA,NA,NA,NA,NA,NA,"White, non-Hispanic",NA,NA,"Slightly conservative",5,NA,NA,80,"65+","Female","Married: spouse absent","Married","Somewhat worse",4,NA,NA,"Most of the time",2,NA,NA,"Independent-Democrat",3,NA
2,"About half the time",3,0,"Run by big interests",1,"Waste a lot",1,12,"$25,000-$49,999","Hispanic",9,"High school graduate","Moderate",4,"Disapprove strongly",4,58,"45-64","Male","Married: spouse present","Married","About the same",3,"Some",2,"Most of the time",2,NA,2,"Independent-Democrat",3,9
1,"About half the time",3,0,"Run by big interests",1,"Waste some",2,1,"Under $25,000","White, non-Hispanic",13,"Bachelor's degree","Liberal",2,"Approve not strongly",2,36,"30-44","Female","Married: spouse present","Married","Much better",1,"A good deal",1,"Most of the time",2,"Approve",1,"Strong Democrat",1,9
2,"Some of the time",4,0,"For benefit of all",2,"Waste a lot",1,23,"$100,000+","White, non-Hispanic",13,"Bachelor's degree","Slightly conservative",5,"Disapprove strongly",4,47,"45-64","Female","Married: spouse present","Married","Much worse",5,"Some",2,"About half the time",3,NA,2,"Not very strong Democrat",2,9
1,"About half the time",3,0,"Run by big interests",1,"Waste a lot",1,24,"$100,000+","White, non-Hispanic",10,"Some college/Associate",NA,NA,"Approve not strongly",2,18,"18-29","Male","Separated","Previously married","Somewhat worse",4,"A good deal",1,"About half the time",3,"Approve",1,"Not very strong Democrat",2,9
2,"Some of the time",4,0,"For benefit of all",2,"Waste a lot",1,22,"$50,000-$99,999","White, non-Hispanic",10,"Some college/Associate","Conservative",6,"Disapprove not strongly",3,80,"65+","Male","Married: spouse present","Married","Somewhat worse",4,"A good deal",1,"Most of the time",2,NA,2,"Strong Republican",7,9
2,"Never",5,0,"Run by big interests",1,"Waste a lot",1,NA,NA,"White, non-Hispanic",6,"Less than high school","Conservative",6,"Disapprove strongly",4,55,"45-64","Male","Married: spouse present","Married","Much worse",5,"Some",2,"About half the time",3,NA,2,"Strong Republican",7,34
2,"About half the time",3,0,"Run by big interests",1,"Waste a lot",1,20,"$50,000-$99,999","White, non-Hispanic",11,"Some college/Associate","Conservative",6,"Disapprove strongly",4,80,"65+","Male","Married: spouse present","Married","Much worse",5,"Some",2,"Some of the time",4,NA,2,"Independent-Republican",5,9
1,"Most of the time",2,1,"For benefit of all",2,"Waste some",2,28,"$100,000+","White, non-Hispanic",14,"Graduate degree","Moderate",4,"Approve not strongly",2,44,"30-44","Male","Married: spouse present","Married","About the same",3,"A good deal",1,"Most of the time",2,"Approve",1,"Independent-Democrat",3,23
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,24,"$100,000+","White, non-Hispanic",11,"Some college/Associate","Conservative",6,"Disapprove not strongly",3,56,"45-64","Female","Married: spouse present","Married","Somewhat better",2,"Some",2,"Most of the time",2,NA,2,"Independent-Republican",5,NA
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,25,"$100,000+","Black, non-Hispanic",14,"Graduate degree",NA,NA,"Disapprove strongly",4,44,"30-44","Female","Widowed","Previously married","Much worse",5,"A good deal",1,"About half the time",3,NA,2,"Not very strong Democrat",2,25
1,"About half the time",3,0,"Run by big interests",1,"Waste a lot",1,24,"$100,000+","White, non-Hispanic",13,"Bachelor's degree","Liberal",2,"Approve not strongly",2,26,"18-29","Female","Separated","Previously married","About the same",3,"Some",2,"About half the time",3,"Approve",1,"Strong Democrat",1,25
-1,"Most of the time",2,1,NA,NA,NA,NA,NA,NA,"Hispanic",NA,NA,NA,NA,NA,NA,68,"65+","Male","Widowed","Previously married","About the same",3,NA,NA,"Some of the time",4,NA,NA,"Strong Democrat",1,NA
-1,"Some of the time",4,0,NA,NA,NA,NA,NA,NA,"Multiple races, non-Hispanic",NA,NA,"Slightly conservative",5,NA,NA,55,"45-64","Male","Separated","Previously married","Somewhat worse",4,NA,NA,"About half the time",3,NA,NA,"Independent-Republican",5,NA
2,"Some of the time",4,0,"Run by big interests",1,"Waste some",2,28,"$100,000+","White, non-Hispanic",13,"Bachelor's degree","Liberal",2,"Disapprove not strongly",3,38,"30-44","Female","Married: spouse present","Married","Much worse",5,"A good deal",1,"Most of the time",2,NA,2,"Strong Democrat",1,25
2,"Some of the time",4,0,"Run by big interests",1,"Waste some",2,7,"Under $25,000","Hispanic",13,"Bachelor's degree","Liberal",2,"Disapprove not strongly",3,22,"18-29","Female","Separated","Previously married","About the same",3,"Some",2,"Some of the time",4,NA,2,"Not very strong Democrat",2,23
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,26,"$100,000+","White, non-Hispanic",16,"Graduate degree","Liberal",2,"Disapprove strongly",4,34,"30-44","Male","Married: spouse present","Married","Much better",1,"Some",2,"Most of the time",2,NA,2,"Independent-Democrat",3,25
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,18,"$50,000-$99,999","White, non-Hispanic",9,"High school graduate",NA,NA,"Disapprove not strongly",3,42,"30-44","Female","Married: spouse present","Married","Much worse",5,"Some",2,"Some of the time",4,NA,2,"Not very strong Republican",6,50
2,"Some of the time",4,0,"Run by big interests",1,"Waste some",2,25,"$100,000+","Black, non-Hispanic",14,"Graduate degree","Liberal",2,"Disapprove not strongly",3,48,"45-64","Female","Separated","Previously married","About the same",3,"A good deal",1,"Some of the time",4,NA,2,"Strong Democrat",1,42
2,"Never",5,0,"Run by big interests",1,"Waste some",2,17,"$50,000-$99,999","White, non-Hispanic",10,"Some college/Associate",NA,NA,"Disapprove not strongly",3,72,"65+","Female","Married: spouse present","Married","Much worse",5,"Some",2,"Some of the time",4,NA,2,"Independent",4,NA
2,"Never",5,0,"Run by big interests",1,"Waste a lot",1,19,"$50,000-$99,999","White, non-Hispanic",95,NA,"Extremely liberal",1,"Disapprove strongly",4,21,"18-29","Female","Separated","Previously married","Somewhat worse",4,"Not much",3,"Most of the time",2,NA,2,"Not very strong Democrat",2,23
2,"About half the time",3,0,"Run by big interests",1,"Waste some",2,28,"$100,000+","White, non-Hispanic",10,"Some college/Associate","Moderate",4,"Disapprove strongly",4,71,"65+","Male","Married: spouse absent","Married","Somewhat worse",4,"Some",2,"Most of the time",2,NA,2,"Strong Democrat",1,23
-1,"Some of the time",4,0,NA,NA,NA,NA,NA,NA,"White, non-Hispanic",NA,NA,"Slightly conservative",5,NA,NA,61,"45-64","Female","Separated","Previously married","Much worse",5,NA,NA,"Some of the time",4,NA,NA,"Strong Republican",7,NA
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,23,"$100,000+","White, non-Hispanic",14,"Graduate degree","Liberal",2,"Disapprove strongly",4,30,"30-44","Female","Separated","Previously married","About the same",3,"Some",2,"About half the time",3,NA,2,"Strong Democrat",1,23
1,"Most of the time",2,1,"Run by big interests",1,"Waste some",2,1,"Under $25,000","White, non-Hispanic",16,"Graduate degree","Conservative",6,"Approve strongly",1,79,"65+","Male","Married: spouse present","Married","Somewhat worse",4,"Some",2,"Some of the time",4,"Approve",1,"Strong Republican",7,25
2,"About half the time",3,0,"Run by big interests",1,"Waste a lot",1,26,"$100,000+","Hispanic",13,"Bachelor's degree","Moderate",4,"Disapprove strongly",4,39,"30-44","Male","Married: spouse present","Married","Much worse",5,"A good deal",1,"Always",1,NA,2,"Independent-Republican",5,25
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,25,"$100,000+","White, non-Hispanic",10,"Some college/Associate","Liberal",2,"Disapprove strongly",4,54,"45-64","Male","Widowed","Previously married","Much better",1,"Some",2,"Most of the time",2,NA,2,"Strong Democrat",1,50
1,"Never",5,0,"Run by big interests",1,"Waste some",2,15,"$50,000-$99,999","White, non-Hispanic",13,"Bachelor's degree","Extremely liberal",1,"Approve strongly",1,45,"45-64","Female","Married: spouse present","Married","About the same",3,"Some",2,"About half the time",3,"Approve",1,"Strong Democrat",1,42
